"Nomes","Valor","Cluster"
"Tênis ASICS GEL-Quantum 90 Iv - Masculino - Preto com Cinza e Azul",379.99,2
"Tênis Mizuno Frontier 15 Masculino",468.3,2
"Tênis Masculino Under Armour Base Pacer - Azul Azul 40",319.9,2
"Tênis Puma Ferrari Electron Pro",449.26,2
"Tênis Masculino Couro Rafarillo + Carteira + Cinto + Meia Kit",266.14,1
"Tênis Fila Transition Masculino",256.49,1
"Tênis Hocks Sonora Skate Black/Grafite",134.91,1
"TÊNIS EVERLAST CAVE RUNNER - UNISSEX",229.99,1
"Tenis Olympikus Dynamic Masculino - Cinza+verde",259.9,1
"Tênis Adidas D'lux Trainer Masculino",758.99,3
"Chuteira Umbro Futsal Prisma + Masculino Original",117.03,1
"Tênis Qix Trek Higher Chunky Dad Sneaker Robusto Refletivo",378.95,2
"Tênis New Balance Fuelcell Propel V4 Masculino",562.59,2
"Tênis Masculino Couro Tamanho Especial Six Impact Basquete Leve C/ Aderência",352.86,2
"Tênis Adidas VL Court 3.0 Masculina",399.9,2
"Tênis Original Feet Academia Olim Masculino",89.91,1
"Tênis On Running Cloud 5 Cinza/Verde Masculino",849,3
"Tênis Qix Golden Serie Ouro Retrô Robusto Forma Plasma Qx520",387.17,2
"Tênis Salomon X Ultra Pioneer Aero Masculino - Cz/Az",959,3
"Tênis Everlast New York 3 Masculino",180.4,1
"Tênis New Balance Fuelcell Venym Masculino",775.99,3
"Tênis Everlast New York 3 Masculino",180.4,1
"Tênis Everlast New York 3 Masculino",180.4,1
"Tênis Everlast New York 3 Masculino",180.4,1
"Tênis Couro Reserva R-Broox Masculino",569.99,2
"Tênis Olympikus Mega Masculino",184.9,1
"Tênis Olympikus Rayo Masculino",242.49,1
"Tênis Skate Masculino SB Cano Alto Super Macio e Resistente X CWB",251.91,1
"Tênis Adidas Runfalcon 2.0 Masculino",423.89,2
"Tênis Hoka Clifton 9 Marinho - Masculino",1101.99,3
"Tênis Masculino Couro Rafarillo + Carteira + Cinto + Meia Kit",266.14,1
"Tênis Asics Gel-Challenger 14 Clay Masculino",799.8,3
"Tênis Asics Patriot 13 Masculino",345.9,2
"Tênis Mizuno Wave Falcon 4 Masculino",299.89,2
"Tênis Infantil Masculino Menino - Club Happy",89.9,1
"Tênis New Balance Fresh Foam X 1080v12 Masculino-43 Laranja-Preto",759.99,3
"Tênis Olympikus Flora Plataforma Feminino Caminhada",134.99,1
"Tênis Skechers Ultra Flex 2.0 Mirkon Masculino",449.1,2
"Tênis Casual Pegada Masculino em Couro Terracota 111503-03",238.88,1
"Tênis Asics Gel-Shinobi Masculino",349.9,2
"Tênis Asics Gel-Challenger 13 Clay Saibro Masculino",727.49,3
"Tênis Mizuno Wave Mirai 5 Esportivo Masculino",355,2
"Tenis Masculino Fit Energy Ortopedico Calc Facil Extra Leve",159.99,1
"Kit Tênis  Corre 3  + Meia Cano Médio Olympikus Unissex",509.99,2
"Tênis New Balance 500 V2 Masculino",329.8,2
"Tênis Skechers Go Walk 6 Easy On Slip Ins Masculino",499.69,2
"Tênis Adidas Court 24 Masculino",357.35,2
"Tênis Adidas Court 24 Masculino",359.99,2
"Tênis Infantil Bibi Ever Masculino",209.9,1
"Tênis Masculino Mizuno Wave Rider 26 SSW",849.9,3
"Tênis Academia Esportivo Masculino Virtus Caminhada",102.59,1
"Tênis ASICS GEL-Sonoma 7 - Masculino - Preto",474.9,2
"Sapatênis Kit 2 Pares Masculino Casual Tênis Polo Trabalho Combo",114.9,1
"Tênis Oakley Masculino Halftrack II Premium",427.41,2
"Tênis Nike Court Borough Low Recraft Infantil",246.99,1
"Tênis Fila Lugano 7.0 Masculino",368.5,2
"Tênis Mizuno Space 4 Masculino",282.06,1
"Tenis Masculino Fit Energy Ortopedico Calc Facil Extra Leve",159.99,1
"Tênis Sapatênis Masculino West Coast WC 34 Street Urbano Couro Conforto Casual 313013",299.89,2
"Tênis Adidas Ultrabounce Run 45 Masculino - Preto",469.9,2
"Tênis Mormaii Flow Skate Original Masculino Feminino",179.9,1
"Tênis Saucony Odysseus    Masculino",549.99,2
"Tênis Mizuno Wave Rider 26 Masculino",902.49,3
"Tênis Masculino Olympikus Jogging 101 Original",199.99,1
"Tênis Esportivo Masculino Treino Academia Fitness Leve Confortável + Relogio",89.91,1
"Kit 2 Tênis Street Ollie Masculino Urca2 Conforto",179.53,1
"Tênis Starter Clean 90 Masculino",189.99,1
"Tenis Adventure Trilha em Couro Sandro Moscoloni West Air Preto",177.9,1
"Tênis Masculino Academia Feminino Treino Leve ConfortÁvel Hoister Designed",78.9,1
"Kit 1 Tênis de Corrida Masculino Under Armour Charged Hit e 1 Pct com 3 pares de Meia cano alto",499.99,2
"Tênis Everlast Climber Pro Uni Preto / Azul",349.99,2
"Tênis Qix Combat Retrô - 110074",200.93,1
"Tênis New Balance 327v1 Masculino",699.99,3
"Tênis Masculino Casual Sapatenis Social Estilo Fino Conforto",89.9,1
"Tênis Masculino Olympikus Perfect 4 Original",210.61,1
"Tênis Adidas Ozelle Cloudfoam Masculino",599.9,2
"Tênis de Corrida Masculino Mizuno Wave Dynasty 6",499.99,2
"Tênis New Balance Fresh Foam Arishiv4 Masculino",399.99,2
"Tênis DC Shoes District - Preto/Gum/Preto (DC061A.BLG)",249.9,1
"Tênis Hoka One One Gaivota 5 Masculino",1399.99,3
"Tênis Olympikus Voa 2 Unissex",329.9,2
"Tênis Penalty Futsal RX Locker Infantil",195.4,1
"Tênis Fila Outfield Preto e Branco",259.9,1
"Tênis Skechers D'Lux Walker Masculino",429.9,2
"Tênis Rainha Unissex Winner Treino",128.88,1
"Tênis Skechers Arch Fit D'Lux Key Journey Masculino",419.98,2
"Tênis Konnex Esportivo Cano Alto Ultra Grip Masculino",251.9,1
"Tênis Masculino Olympikus Jogging 101 Original",179.27,1
"Tênis Skechers Go Run Fast Valor",312.42,2
"Tênis Infantil Kidy Usefull College 0870021",89.9,1
"Tênis Under Armour Tribase Reps Unissex",449.99,2
"Tênis Asics Gel Electrus Masculino",549.9,2
"Tênis Adidas Duramo 2.0 Masculino",496.42,2
"Tênis Infantil Menino Calce Fácil Confortável Macio Não Escorrega Escolar",153.81,1
"Kit 2 Tênis Masculino Amortecedor Gel Academia Caminhada",161.39,1
"Tênis Olympikus Only 2 Masculino 902",169.8,1
"Tênis Fila V.Track 3.0 Masculino",229.9,1
"Tênis Asics Gel Cumulus 26 Masculino",829.9,3
"Tênis Nike Court Borough Low Recraft Infantil",246.99,1
"Tênis Rmi Type R Classic Reserva Mini",359,2
"Tênis New Balance 515v2 Masculino",399.99,2
"Tênis Adidas Ultraboost 22 Feminino",766.29,3
"Tênis Aramis Journey Urban Masculino",497.16,2
"Tênis Couro Bull Terrier Dragon III",320.96,2
"Tênis Oakley Halftrack Low II Bege",599.9,2
"Tenis Masculino Olympikus Index 3 Original",189.99,1
"Tênis West Coast Masculino WC 36",175.88,1
"Tênis Asics Gel-Excite 10 - Masculino",459.9,2
"Tênis Fila Spider Knit Branco e Cinza",359.9,2
"Tênis Masculino Mule Polo Joy Em Lona Confortável Casual",108.2,1
"Tênis Masculino Under Armour Tribase Lift Original",444.71,2
"Tênis Adidas  Ciclismo Velosamba Made Whit Nature Masculino",799.99,3
"Tênis Rainha Iate III Masculino Preto Natural",136.89,1
"Tênis De Corrida  Under Armour Charged Cruize Masculino",157.49,1
"Tênis Mizuno Frontier 15 Masculino",839.31,3
"Tênis First T161 Masculino",174.99,1
"Tênis Columbia Fairbanks™ Low Masculino",806.55,3
"Tênis Aramis Deep Leather Masculino",350.91,2
"Tênis On Running Cloudstratus 3 Masculino e Laranja",1049,3
"Tênis Esportivo Masculino Freestyle Preto Grafite Prata Fila F01AT00050-943",269.9,1
"Tênis Olympikus Decola Masculino",219.9,1
"Tênis Dc Shoes Metric Masculino - Branco e Preto",512.91,2
"Tênis masculino Oldsen Jaguar corrida academia caminhada treino fitness",119.88,1
"Tênis New Balance Fresh Foam 1080v12 Branco",799.9,3
"Tênis Couro Lacoste T-Clip Masculino",399.98,2
"Tênis Reserva Energy Masculino",339.49,2
"Tênis Compy P8201 Masculino",69.98,1
"Tênis Masculino Original Action Flex Ultra Conforto Leve Fit Max Lig Shoes",99.71,1
"Tênis Oakley Masculino Voyage III",339.9,2
"Tênis Fila Retro College Masculino",237.49,1
"Tênis Redley Originals Tmnt Preto",194.9,1
"Tênis Rainha VL 2500",148.88,1
"Tênis Skechers Ultra Flex 2.0 Darmik Masculino",249.99,1
"Tênis Cano Alto Converse Chuck Taylor All Star HI",239.9,1
"Tênis Fila Vega Masculino",249.9,1
"Tênis de Corrida Preto Masculino Recovery | Fila",349.99,2
"Tênis Nike SB Chron 2 Masculino",379.99,2
"Tênis Aramis Journey Icon Canvas Militar Masculino",397.71,2
"Slip On Infantil Molekinho Elásticos Masculino",99.99,1
"Tenis Polo Joy Slip On Iate Masculino",119.9,1
"Tênis Olympikus Proof 3 Masculino Original",199.99,1
"Tênis Masculino Polo Joy Cano Alto Cadarço Lona Confortável",108.2,1
"Tênis Couro West Coast Wc 22 Duster",284.9,1
"Tênis Fila Action Masculino",218.38,1
"Tenis Futebol de Salão Quadra Cronos Adulto Infantil Masculino",67.91,1
"Tênis Asics Gel Equation 12 Masculino",279.99,1
"Tenis Meia Masculino Feminino Esportivo Calce Fácil",47.49,1
"Tênis Reebok Classic Leather Masculino",569.99,2
"Tênis Diadora Castello Unissex - Preto e Branco",196.56,1
"TENIS ASICS GEL-HYPERSONIC 4 MASCULINO",717.14,3
"Tênis Fila Axilus Ace Clay Masculino",324.78,2
"Tênis Puma NRGY Comet Masculino",329.99,2
"Tênis Mizuno Cool Ride 2 Masculino",379,2
"Tênis Tryon Impacto Masculino",99.99,1
"Tênis de Treino Masculino HOVR Rise Under Armour",341.99,2
"Tênis Masculino Under Slight 2 Original",297.97,2
"Tênis Mizuno Wave Zest Masculino",319.9,2
"Tênis Under Armour Charged Hit",499.99,2
"Tênis Rainha Play III Masculino",199.9,1
"Sapatenis Masculino Ranster Pegada Couro Qualidade",249.9,1
"Tênis Reserva Rsv Bora Masculino",305.89,2
"Tênis Puma RS-X 3D",429.9,2
"Tênis Asics Gel Takumi",405.9,2
"Tênis Street Ollie Juvenil Rocky Menino Conforto",102.59,1
"Tênis Puma Flyer Flex Bdp Masculino",189.99,1
"Tênis Adidas Front Court Unissex",237.5,1
"Tênis New Balance 327 Warped Unisex",599.99,2
"Tenis Futsal Cronos Quadra lisa Masculino Feminino Sola Costurada",67.91,1
"Tenis Fila Ride Masculino",296.9,2
"Tênis Olympikus Voa 2 Masculino Original",299.99,2
"Tênis Olympikus Urano 2 Preto",149.9,1
"Tênis Nike Downshifter 12 Next Nature Infantil",246.99,1
"Tênis Street Ollie Masculino Urca2 Conforto",94.04,1
"Tênis Joma Ace Pro Clay Masculino",476.26,2
"Tênis Bebê Nike MD Valiant SE BTV Masculino",189.99,1
"TENIS OLYMPIKUS PROOF 3",144.42,1
"Tênis Trekking Ollie Broncos Adventure Trilhas",102.59,1
"Tênis Olympikus Poseidon masculino",299.9,2
"Tênis Hocks Puff  Refletivo - Masculino",351.4,2
"Tênis New Balance 574v2 Unisex",449.99,2
"Tênis Olympikus Only 2 Masculino",199.99,1
"Tênis Qix Combat Retrô",256.49,1
"Tenis Fila Recovery Masculino Running Training Corrida",351.89,2
"Tênis New Balance 515 V'2 Masculino",499.9,2
"Tênis Denim Drake Pulse Marrom-Marrom-40",379.9,2
"Tênis Puma Electron E",299.99,2
"Kit 2 Tênis Ollie Masculino Plazza Conforto",179.53,1
"Tênis Mormaii Flow Skate Original Masculino Feminino",179.9,1
"Kit 1 Tênis de Treino Under Armour Tribase Cross SE e 1 Pct com 3 pares de Meia cano alto",549.99,2
"Tênis Adidas Alphaedge Off White",499.9,2
"Tênis Puma Caven 2 BDP- Masculino",379.9,2
"Tênis Hoka Bondi 8 Masculino",1377.49,3
"Tênis de Treino Unissex Under Armour Tribase Reps",399.99,2
"Tênis New Balance 696 V5 Masculino",577.76,2
"Tênis Fila Vega Masculino",368.91,2
"Tênis Skechers Ultra Flex 2.0 Mirkon Masculino 232106",449.1,2
"Tênis Esportivo Masculino Amortecedor Gel Caminhada Academia",96.93,1
"Tênis Mizuno Wave Way 3 Masculino",299.9,2
"Tênis Everlast Jump Pro Preto e Azul - Unissex",479.61,2
"Tênis Adidas Streetcheck Line Branco",309.9,2
"Tênis Skechers Masculino Go Walk Max - Clinched",318.88,2
"Tênis Masculino Venetto Academia Fitness Leve Confortável",118.65,1
"Tênis Oakley Flak 365 II Dorado",649.9,2
"Tênis Original Feet Academia Olim Masculino",89.91,1
"Tênis Fem Olympikus Ares",239.9,1
"Tênis Fila ACD Classic Preto e Branco",299.9,2
"Kit 4 Pares Tênis Meia Masculino Casual Calce Fácil Com Elástico + Relógio e Carteira",279.9,1
"Tênis Para Treino Academia Corrida e Caminhada",121.41,1
"Tênis New Balance Fuelcell Rebel V3 Branco e Verde",639.9,2
"Tênis Venetto Amarração Confortável Leve Masculino",118.65,1
"Tênis Cano Alto Starter Classic 89 Unissex",109.99,1
"Tênis New Balance Fresh Foam Masculino",1159.9,3
"Tênis Fila Masculino KR5 F01R004104",389.9,2
"Tenis Masculino Wilson K Padel 2 0 Clay Preto",299.9,2
"Tênis New Balance Evoz v3 Masculino",699.9,3
"Tênis Fila Float Elite Masculino",270.63,1
"Sapatênis Masculino Branco Polo Couro Legitimo Tênis Casual",180.4,1
"TÊNIS HOCKS FLAT LITE PETITPOA",324.9,2
"Tênis de Treino Unissex Under Armour Tribase Cross SE",549.99,2
"Tênis Caminhada Conforto Unissex Leve Sola Trançada PtoBco",79,1
"Tênis Nike Omni Multi-Court Infantil",246.99,1
"Tenis Masculino Reserva Joy Preto",326.3,2
"Tênis Infantil Bibi Fly Baby II Preto/Citrus",140.67,1
"Tenis Olympikus Only 2 902 Masculino - Branco",169.8,1
"Tênis Masculino Mizuno Caminhada",249.9,1
"Tênis Puma BMW MMS Drift Cat Decima",409.9,2
"Sapatênis Masculino Ferracini Lexus 7053-267 Couro",259.9,1
"Tênis New Balance Fresh Foam X Evoz V3 Masculino",581.99,2
"Tênis Masculino Running Esportivo Treino + Relógio Digital",142.39,1
"Tenis Pony M-100 High Powerful Black",659.9,2
"Tênis Reserva Bora Verde",299.9,2
"Tênis Oakley Flak II Snkr",379.99,2
"Tênis Fila Axilus Ace Clay Masculino Fila",313.49,2
"Tênis Puma BMW MMS Trinity Masculino",568.48,2
"Tênis Sapatênis Masculino Casual Confortavel e Macio",67.95,1
"Tênis Adidas Midcity Low Masculino",449.99,2
"Tênis Asics Gel Task 3 Masculino",489.9,2
"Tênis Fila Trend 3.0 Masculino",149.99,1
"Tênis Hoka Mach 5 Verde e Amarelo - Masculino",1079.99,3
"Tênis Adidas Ultimashow Masculino",359.91,2
"Tênis Masculino Calvin Klein Jeans Palito Re Issue Cinza CM4OC43TE393",599,2
"Kit 3 Tênis Street Ollie Masculino Kings Conforto",256.47,1
"Tênis Puma TRC Blaze Ivy League Preto e Cinza",429.9,2
"Tênis Rainha Prince Casual",149.98,1
"Tênis ASICS GEL-Sparta 2 - Masculino - Preto",453.14,2
"Tênis New Balance Fresh Foam Garoé Masculino",749.89,3
"Tênis Mizuno Cool Ride 2 Infantil",329.8,2
"Tênis Reebok Club C Grounds UK Masculino",455.99,2
"Tênis Skechers Go Run Elevate Masculino Preto",404.22,2
"Tênis Bull Terrier Attack Low II Masculino",284.9,1
"Tênis Mormaii Urban Strike Masculino",153.8,1
"Tênis de Corrida Masculino Mizuno Jet 6",265.73,1
"Tênis Under Armour Charged Advance Masculino-45 preto-laranja",474.9,2
"Tênis Bull Terrier Havoc Low II Masculino Trilha Adventure",373.89,2
"Tênis Baw Grip Masculino",252.19,1
"Tênis Oakley Flyer Branco",369.9,2
"Tênis Fila Float Knit Masculino",599,2
"Tênis Under Armour Ch.Essential 2",279.99,1
"Tênis Infantil Masculino Ortopé Flex Run Detalhe em Tela Preto",142.4,1
"Tênis Fila Classic Runner SL",311.04,2
"Tênis 2 keep Old Skate Hi",69.98,1
"Tênis Fila Infantil Progress Preto/Cinza Masculino",239.31,1
"Tenis Masculino Reserva Lapa II Azul Marinho",354.71,2
"Tenis Fila KR6 Masculino Running Performance Corrida",459.9,2
"Tênis Mizuno Cool Ride 2 Preto e Branco",379.9,2
"Tenis Masculino Reserva Neo Knit Preto",608.46,2
"Tênis Infantil Masculino Vitz Impulse Botinha Basquete Pé com Pé Azul",145.79,1
"Tênis Mormaii Urban Free Masculino",149.51,1
"Tênis Adidas Response Classic Masculino",349.9,2
"Tênis Oakley Confront Low II Preto",499.9,2
"Tênis Olympikus Veloz 3 Masculino",290.99,1
"Tênis Olympikus Volcan 2 Masculino",199.99,1
"Tênis Fila Renno Masculino",229.98,1
"Tênis Olympikus Veloz 3 Masculino",290.99,1
"Tênis Olympikus Mescla Masculino",223.09,1
"Tênis Reserva Casual Masculino",219.99,1
"Tênis Olympikus Mescla Masculino",223.09,1
"Tênis Olympikus Mescla Masculino",223.09,1
"Tênis Olympikus Volcan 2 Masculino",199.99,1
"Tênis Asics Gel-Dedicate 8 Padel Masculino",581.99,2
"Tênis Adidas Adizero Boston 12 Masculino",1260.99,3
"Tênis Puma Magnify Nitro 2 Masculino",969.9,3
"Tênis Olympikus Veloz 3 Masculino",290.99,1
"Tênis Reserva Casual Masculino",219.99,1
"Tênis Olympikus Volcan 2 Masculino",199.99,1
"Tênis Olympikus Volcan 2 Masculino",199.99,1
"Tênis Olympikus Mescla Masculino",223.09,1
"Tênis Olympikus Veloz 3 Masculino",290.99,1
"Tênis Hoka Mach 6 Masculino",1163.99,3
"Tênis Masculino Olympikus Zex",229.99,1
"Kit 2 Sapatênis Masculino Casual Preto e Café com Ziper e Elástico 750",143.91,1
"Tênis Corrida adidas 4DFWD Pulse 2-Preto Adidas",1082.9,3
"Tênis Asics Gel Hypersonic 3 Masculino",500.08,2
"Tênis Oakley Masculino Flint",239.88,1
"Tênis Fila Toga Masculino",280.15,1
"Tênis Adventure Trilha Aventura em Couro Legítimo Masculino",170.01,1
"Tênis Olympikus Reverso 2",368.59,2
"Tênis Fila Racer Carbon 2 Masculino",1099.8,3
"Tenis Asics Japan S Masculino",399.99,2
"Tênis Puma MAPF1 Drift Cat Decima",429.9,2
"Tênis Unissex Olympikus Poseidon Preto - 43715175",129.99,1
"Tênis Unissex Olympikus Corre 3 Esportivo",499.99,2
"Tênis Reserva Astral Verde Militar",469.9,2
"Tênis Adidas Masculino Runfalcon 3",349.99,2
"Tênis Hoka Bondi 8 Masculino",1377.49,3
"TENIS FILA PROGRESS MASCULINO",379.47,2
"TENIS PENALTY FUTSAL MATIS XXI - INFANTIL",132.51,1
"Tênis Rmi Type R Classic Reserva Mini",314,2
"Tênis Mizuno Wave Zest Masculino",319.9,2
"Tênis Olympikus Challenger 5 OP24",275.4,1
"Tênis Olympikus Proof 3 OP22",185.11,1
"Tênis On Running Cloudventure Waterproof Masculino",999,3
"Tênis Adventure Em Couro Bota Segurança Coturno Ca Trekking Trilha Trabalho",269.9,1
"Tênis Esportivo Tamanho Especial Grande Ozion Masculino",135.91,1
"Tênis Masculino Olympikus Eros Original",179.27,1
"Slip On Couro Democrata Denim Fender Masculino",268.99,1
"Tênis Couro Colcci Masculino",189.99,1
"Tênis Oakley Fade WT24 Masculino",450.58,2
"Tênis de Corrida Masculino Mizuno Cool Ride 2",335.9,2
"Tênis de Corrida Unissex Under Armour Charged Slight 2",269.99,1
"Tenis Hocks Bold Asfalto (Refletivo)",443.13,2
"Tênis Masculino Sneake Casual e Caminhada leve e flexível numeração do 34 ao 46 entrega rápida",100,1
"Tênis Calvin Klein Jeans Masculino Baixo Skate Floater Sash Caqui",479.99,2
"Tênis Cavalera Runner Preto",194.9,1
"Tênis Adidas Dame Certified 2 Low Preto e Laranja",579.9,2
"Tênis On Running Cloud 5 Masculino",899.9,3
"Tênis Reebok Energen Tech Plus Masculino - Branco e Azul",341.91,2
"Tênis Dsl Cano Baixo Masculino Sapatenis Delgatto",160.62,1
"Tênis Runway Cano Alto Masculino",183.9,1
"Tenis Masculino Fiever",418.95,2
"Tenis Hoka Rincon 3 Masculino",849,3
"Tênis Le Coq Sportif Court Net Nobuck Masculino",399.9,2
"Tênis New Balance Nitrel V5 Masculino",499.89,2
"Tênis Under Armour Project Rock BSR 3 Masculino",900.81,3
"Tênis New Balance Fresh Foam X 1080 V13 Preto/Branco Masculino",1199.9,3
"Tênis Infantil Bibi Action Preto",179.8,1
"Tênis Masculino Esportivo Treino Academia Moderno Leve",139.9,1
"Tênis Reserva Mobi",437.9,2
"Tênis Under Armour De Basquete Dagger Masculino",369.9,2
"Tenis Fila Racer For All Masculino",234.02,1
"Tênis Redley Originals Slip on Verde",174.9,1
"Tênis Reebok Lt Court Masculino",569.9,2
"TENIS MIZUNO WAVE VITALITY 5 MASCULINO",369.89,2
"Tênis Masculino Pratica Esportiva Ultraleve Perfeito Para Academia Caminhada + Relógio Sport",131.39,1
"Tênis Actvitta Casual Masculino 4915411 - Preto/ Branco",169.9,1
"Tênis Reebok Floatride Energy 5 Masculino",379.99,2
"Tênis Asics Gel-Cumulus 26 Lite-Show Masculino",678.99,2
"Tênis Asics Solution Speed Ff 3 Masculino",872.99,3
"Tênis Asics Solution Speed Ff 3 Masculino",872.99,3
"Tênis Masculino Feminino Esporte Caminhada Macio",99.9,1
"Tênis Rainha Take Masculino",199.99,1
"Tênis Adidas Ultraboost Light 23",759.99,3
"Tênis ASICS GEL-Challenger 14 - Masculino - Azul Marinho e Laranja",519.99,2
"Sapatênis Democrata City Masculino",304.9,2
"Tenis Masculino Esporte Sola Reta Para Academia Caminhada Asc Lege 21",170.99,1
"Tênis Fila Recovery Masculino",379.99,2
"Tenis de Led luz que pisca Infantil Cano Baixo meninos Azul Marinho",87.21,1
"Tênis Adidas Kaptir 2.0 Masculino",539.91,2
"Tênis Freeday Flip Vulc Masculino",229.9,1
"Tênis Rainha Unissex Play III Treino RA0268",161.19,1
"Tênis Masculino Casual RRG Academia Bolha Ar Confort",125.9,1
"Tênis Olympikus Saturno",269.9,1
"Tênis Ever Way Nylon Super Leve Academia Caminhada Viagens",119.9,1
"Tenis Masculino Esporte Sola Reta Para Academia Caminhada Asc Lege 21",170.99,1
"Tênis Anvil LA DC Shoes",299.9,2
"Tenis Masculino Solado Borracha Alta 3cm Anti Derrapante Ajuste Elástico Facil Calce Moderno",129.9,1
"Tênis Juvenil Reserva Playground Masculino",114.99,1
"Tênis Adidas Seeley BR Mesa",399.99,2
"TENIS NEW BALANCE 237V1 MASCULINO-BEGE/GRAFITE",370.4,2
"Tênis Qix Golden Serie Ouro Retrô Robusto Forma Plasma Qx520",387.17,2
"Tênis Infantil Bibi Masculino Calce Fácil Menina",69.99,1
"Tênis Masculino Puma ST Runner V2 Mesh REF: 383484-01",359.91,2
"Tênis Asics Gel-Dedicate 8 Clay Masculino",599.9,2
"Tênis Questar Adidas",629.73,2
"Tênis New Balance Masculino 997H Classics",599.88,2
"Tênis Rainha York Unissex",149.98,1
"Tênis Olympikus Index 3 Masculino",189.89,1
"Tênis Calvin Klein CKJ Air Logo Masculino",320.09,2
